65
ab
72501,125.844495,0.772510,1.000000,0
53903,126.182230,1.000000,0.499017,0
25001,144.276365,0.410307,1.000000,0
82704,133.534039,0.503169,1.000000,0
64602,144.276365,1.000000,0.673819,0
26303,77.970190,1.000000,1.000000,0
41302,129.358621,0.393976,1.000000,0
27503,129.689604,0.688100,1.000000,0
67004,133.534039,1.000000,0.913340,0
60702,106.402731,0.866033,1.000000,0
54104,92.148231,0.946435,1.000000,0
48401,145.184710,0.346336,1.000000,0
80602,63.073087,0.391151,1.000000,0
99501,140.351995,1.000000,0.568428,0
88303,128.923084,1.000000,0.395307,0
36003,109.198003,1.000000,0.918618,0
20704,183.061613,1.000000,0.487820,0
12205,154.006758,0.876897,1.000000,2
61504,124.845852,1.000000,0.785259,0
57001,139.544520,1.000000,0.854128,2
89203,97.640616,0.701569,1.000000,0
41502,63.073087,1.000000,0.904837,0
53402,154.006758,1.000000,0.444796,0
49502,137.755001,1.000000,0.915990,0
62902,93.581524,0.825282,1.000000,0
18604,200.000000,0.633113,1.000000,0
29203,129.689604,1.000000,0.742391,0
90204,129.837779,1.000000,0.190015,2
93402,137.755001,0.708799,1.000000,1
68004,101.729953,1.000000,0.494276,0
48403,125.844495,1.000000,0.869848,0
70703,129.837779,0.843095,1.000000,0
22003,109.198003,0.881704,1.000000,0
77503,131.744769,0.677835,1.000000,0
58801,106.600584,0.957186,1.000000,0
70102,124.845852,0.457131,1.000000,0
13801,62.967073,1.000000,0.839240,0
40704,183.061613,0.547964,1.000000,0
83703,135.047998,0.785935,1.000000,0
68204,129.358621,1.000000,0.788788,0
27903,131.744769,1.000000,0.586218,0
82201,140.964381,0.442532,1.000000,0
42101,77.043543,1.000000,0.517576,0
38503,128.923084,0.434967,1.000000,0
50603,94.455187,1.000000,0.711344,0
70901,59.197616,0.892679,1.000000,0
66505,101.277861,0.417910,1.000000,0
26205,119.188926,1.000000,0.853518,1
86703,140.964381,1.000000,0.995656,0
78903,139.544520,0.340600,1.000000,0
84701,121.629147,1.000000,0.717035,0
44104,157.389681,1.000000,0.786513,0
20301,98.036351,1.000000,0.910269,0
53401,123.788986,1.000000,0.982552,0
13205,106.138916,0.881689,1.000000,1
39203,200.000000,1.000000,0.633113,0
79602,79.779990,1.000000,0.595749,0
76501,157.389681,0.505351,1.000000,0
49603,101.277861,1.000000,0.785335,0
36802,121.961971,1.000000,0.774464,0
69805,106.402731,1.000000,0.527029,0
70003,101.518590,0.392794,1.000000,0
22204,145.184710,1.000000,0.291526,0
79803,101.518590,1.000000,0.614481,0
39202,106.600584,1.000000,0.722731,0
